id,cty,state,pop18,pop65,hsgrad,bagrad,poverty,unemp,pcincome,region,crime_per1k,per_area,per_doc,per_bed
364,Oswego,NY,29.8,10.7,74.7,12.9,8.1,10,14834,Northeast,29.415870773829567,7.826165507386816,0.6487587356595578,2.209064555600266
158,Waukesha,WI,24.4,9.8,88,27.1,2.2,4.1,23004,North Central,29.322481663193475,1.8246558259357104,2.2545657417586926,2.2217481909325105
260,Saratoga,NY,28.4,10.3,83,25.2,4.4,5.9,18857,Northeast,29.132372735497253,4.479357443897703,1.1860367616231602,1.2191354619475274
117,Morris,NJ,26.7,10.6,87,36.7,1.8,5.1,31520,Northeast,28.82855942641918,1.113080955873104,2.7221830626576766,3.7949178005140585
277,Ulster,NY,27.8,13,76.6,21.6,5.6,5.9,18824,Northeast,28.43851328461501,6.817741857426318,1.5607607801384116,2.498427140299085
414,La_Salle,IL,23.8,17.2,73.1,10.5,8.7,9.6,16119,North Central,27.89183728826242,10.616108424606923,0.9727535472767577,4.714113344495057
359,Carroll,MD,26.6,10.2,78.5,19.6,2.5,5.7,22002,South,27.802094478487824,3.6393995396038,1.1509905002755894,0.996984729111954
203,Madison,AL,31.4,8.9,80.2,30.1,8.4,5.2,18990,South,27.77173185105813,3.369441467988213,1.6700709884811142,3.9052035896062147
330,Berkshir,MA,26,16.9,77.9,20.9,6.3,10.1,20068,Northeast,27.713990470176245,6.68092312991561,2.6910270394396925,4.291291118893163
370,Merrimac,NH,27.7,12.1,83.2,25.4,3.6,7.1,20600,Northeast,27.707178867547185,7.791342027415524,1.97491771176201,3.066538894212741
399,Jefferso,NY,32.7,10.9,76.4,13.6,9.5,11,15205,Northeast,27.617785709778893,11.465347070117087,1.1176910665837412,3.028582244936589
417,Randolph,NC,27.1,12.2,62,9.1,6.5,4.8,14721,South,27.593715390535543,7.395866574061907,0.6476076061044056,1.360914534567229
180,Rockland,NY,25.5,10.1,83.3,33,4.1,5.3,26757,Northeast,27.098596854694414,0.6554289481118749,3.5069215557020437,2.80629061116866
236,Cumberla,PA,28.6,13.4,81,22.9,2.8,4.6,19254,Northeast,26.872276025955536,2.8168004220079177,1.9205457422781258,3.7540267442396433
252,McHenry,IL,26.3,9.4,84.5,21,2.5,7.1,21855,North Central,26.489704814970448,3.2962055435191906,0.8731670313958121,2.0246560540490393
431,Sarpy,NE,30.4,4.8,91,25.4,3.5,2.6,16137,North Central,26.212920269440357,2.349317138317265,0.38017995184387277,1.5597126229492217
197,Northamp,PA,26.9,15,73.1,16.7,4.9,6.8,18336,Northeast,26.110357945003134,1.5135266384735235,1.8575099653993241,3.775722870844378
365,Franklin,PA,25.5,14.4,69.4,12.4,5.7,6.7,16281,Northeast,26.056721890949934,6.375844469037512,1.1232057613848465,2.4446243041905484
387,Lebanon,PA,25.3,15,70,11.8,5.2,5.9,16500,Northeast,25.66289210859474,3.18258545505697,1.424250949500633,1.7231678154452104
16,Middlese,MA,31.7,12.5,84.3,35.4,4.2,7.3,25312,Northeast,25.61731837982707,0.5892161994411027,3.6883217921325335,2.968963179708081
224,Lake,OH,26.4,12,81.1,17.5,3.6,5.7,19692,North Central,25.433992733144933,1.058009549928306,1.0812115137425233,1.6659010018607976
358,Tazewell,IL,23.9,13.2,78.6,13.6,7.1,7.4,18008,North Central,25.38563528764997,5.2469035992626845,0.7922905280858907,2.401125375933771
131,Chester,PA,27.1,10.9,84.9,34.7,3,4.6,24732,Northeast,25.215464563916726,2.0085229386072116,1.5781251660485234,2.444234263913538
314,Fayette,PA,22.9,18,67.8,9.3,17.6,9.4,14051,Northeast,24.85019022916939,5.435119125427414,0.8531073057632902,2.813878129493433
345,Blair,PA,23.7,17,75,10.5,11,9,14779,Northeast,24.482542017128587,4.029354537237057,1.6316587764857289,5.009881877097026
342,Sussex,NJ,26.3,8.9,85.1,24.9,2.5,6.8,24405,Northeast,24.239554615366995,3.9788304834928176,1.0157091253446155,1.993233697104847
72,Norfolk,MA,28.8,14.1,88,34.4,3.1,7.5,26909,Northeast,24.071275647757542,0.6492589520635884,4.476640474478442,3.088849464442522
320,Middlese,CT,28.4,13.1,82.6,28.2,2.6,5.8,24132,Northeast,23.8065309086846,2.576887622559289,2.3743679991061204,1.6411072934998183
434,Wayne,OH,26.3,11.6,73.6,13.9,8.4,5.9,16464,North Central,23.427720996244865,5.470082100511527,0.8279043179152581,1.5276805866293455
366,Mercer,PA,24.5,17.2,75.1,13.6,10.1,7.2,15177,Northeast,22.949844218738377,5.553581316165715,1.2396386866441327,5.396560415857458
295,Butler,PA,27,13.5,78.6,15.6,7.1,6.8,17251,Northeast,22.498075822462553,5.190345562550571,0.8354548624130831,1.716958418030037
234,Washingt,PA,23.7,17.5,73.2,13.6,9.7,7,16625,Northeast,22.122942165565245,4.188988386188558,1.1535603957298712,3.3580338638407694
251,Beaver,PA,23.6,16.9,74.9,11.9,10.8,9.7,15162,Northeast,21.9675108682218,2.337540906965872,1.0586104797063833,3.3101728705539704
268,Litchfie,CT,25.4,14.1,80.9,25,2.4,7,25161,Northeast,20.638512970153712,5.284562185511109,1.5968568343174874,2.3608207154837673
134,Westmore,PA,23.3,17.1,77.7,15.4,8.6,6.9,17069,Northeast,20.10417988717896,2.762468237015994,1.4095878980668122,3.5266701051250133
219,Lackawan,PA,24.3,19.8,73.3,14.8,7.8,7.9,16963,Northeast,19.941654225959763,2.095517236656486,1.9585553257639048,5.186291025799058
281,Cambria,PA,23,18.7,71.2,10.8,11.2,9.2,14473,Northeast,19.54866925516319,4.220108078930743,1.8462972845321999,5.471419195357881
321,Portage,OH,33.6,9.4,79.3,17.6,7.6,6,16031,North Central,19.41999509064768,3.4505733422169236,0.7083494056177017,1.9988077287232175
410,Hunterdo,NJ,25.6,9.5,85.9,34.6,1.8,4.1,30255,Northeast,19.18794536817102,3.9897565320665085,1.7072446555819478,1.688687648456057
271,Jefferso,MO,28.5,8.3,71.6,9,6,8.7,15896,North Central,18.251838020772553,3.83358618275178,0.3559341813513829,1.3420469132920994
310,Hampshir,MA,38.2,11.6,83,31.9,5.7,7.7,17853,Northeast,17.377599476011135,3.6092462201844877,2.374324545603406,1.6101741171333444
406,Hamilton,IN,25.1,8.2,88.7,36.2,2.6,2.8,25681,North Central,15.596313431739736,3.6535213336270838,2.3591833737240213,1.1199236248806639
405,Monroe,IN,45.8,8.6,82.1,32.9,9.5,3.7,14266,North Central,15.20490374203968,3.6154086145827597,1.5783002073813064,2.615206738974839
151,Luzerne,PA,24.1,19.7,72,13.1,8.3,8.8,16405,Northeast,15.182127631045653,2.715229971750638,1.8101533145004252,4.5558572477746395
348,Tolland,CT,33.9,9,84.7,29.2,2.7,5.9,21944,Northeast,13.978352590152216,3.185727938834024,1.2742911755336095,1.344221788825088
292,Schuylki,PA,22.9,20,68.4,8.1,7.7,9.7,15853,Northeast,13.88734148179703,5.105351115771538,0.9633974506013041,4.155061113477734
432,Windham,CT,28.5,12.5,71.1,16.8,6,9.2,18070,Northeast,13.625944891489882,5.003657644476957,1.1997073884418434,2.4774445257254327
349,Licking,OH,26.2,11.8,76.4,13,8.3,6.3,16412,North Central,10.756040530007795,5.354637568199532,0.7872174590802806,1.496492595479345
56,Worceste,MA,29.2,13.7,77.4,22.2,6.3,10.2,19895,Northeast,10.002747620490204,2.1318716931682884,2.679986755060201,3.1069247081533877
371,Delaware,IN,32.9,12.7,74.5,16.5,10.3,6.1,15697,North Central,8.891934580767014,3.284332979550222,1.813486657919588,4.128398198213256
407,Columbia,OH,23.4,14.9,71.8,8.5,13,6.7,12597,North Central,8.293620008127379,4.922605194133511,0.7388525619712586,4.479293656950755
427,Fairfiel,OH,25.2,11.3,78.8,15.5,6.8,6.3,16342,North Central,6.0409236330598,4.890731773325214,0.8312310919090286,1.8847681735146578
362,Medina,OH,24.5,9.7,82.4,18,4.1,5.8,18892,North Central,4.601402487863086,3.44900861434853,1.021625774392337,1.8470994001013454
